d	ENGLISH_M	ENGLISH_F
LOC_ID_RELIC_TITLE_CurseRandomRelics2_1	Mammon's Bounty	
LOC_ID_RELIC_DESCRIPTION_CurseRandomRelics2_1	<b><color=purple>OATH RELIC</color></b></LB> Gain a random assortment of <color=purple>Relics</color>.	
LOC_ID_RELIC_DESCRIPTION2_CurseRandomRelics2_1	Leave nothing, not even the scraps.	
LOC_ID_RELIC_TITLE_ContrarianCurse_1	Transmogrificator	
LOC_ID_RELIC_DESCRIPTION_ContrarianCurse_1	<b><color=purple>OATH RELIC</color></b></LB> Randomize your Weapon, Spell and Talent.</LB> Deal <color=yellow>{0}%</color> more damage, and gain <color=yellow>{1}</color> bonus Resolve.	
LOC_ID_RELIC_DESCRIPTION2_ContrarianCurse_1	There's power in unpredictability.	
LOC_ID_RELIC_TITLE_SuperCritCurse_1	Murky Ashen Dagger	
LOC_ID_RELIC_DESCRIPTION_SuperCritCurse_1	<b><color=purple>OATH RELIC</color></b></LB> All <color=yellow>Skill Crits</color> are now <color=yellow>Super Crits</color>.</LB> All enemy attacks are also <color=red>Super Crits</color>.	
LOC_ID_RELIC_DESCRIPTION2_SuperCritCurse_1	The form is fleeting, but the consequences are final.	
LOC_ID_RELIC_TITLE_RemoveVisuals_1	Nerdy Glasses	
LOC_ID_RELIC_DESCRIPTION_RemoveVisuals_1	<b><color=orange>EPIC RELIC</color></b></LB> Removes all <color=purple>Visual Ailments</color>.	
LOC_ID_RELIC_DESCRIPTION2_RemoveVisuals_1	They look pretty good on you.	
LOC_ID_RELIC_TITLE_DashRelic_1	Ananke's Grace	
LOC_ID_RELIC_DESCRIPTION_DashRelic_1	<color=white><b>RARE RELIC</color></b></LB> Gain additional <color=purple>Air Dash(es)</color>.</LB> (Total Bonus Air Dashes: <color=yellow>{0}</color>).	
LOC_ID_RELIC_DESCRIPTION2_DashRelic_1	The Power of Momentum, amplified.	
LOC_ID_RELIC_TITLE_DoubleJumpRelic_1	Aether's Grace	
LOC_ID_RELIC_DESCRIPTION_DoubleJumpRelic_1	<color=white><b>RARE RELIC</color></b></LB> Gain additional <color=purple>Double Jump(s)</color>.</LB> (Total Bonus Double Jumps: <color=yellow>{0}</color>).	
LOC_ID_RELIC_DESCRIPTION2_DoubleJumpRelic_1	The Power of Zephyr, granted to the worthy.	
LOC_ID_RELIC_TITLE_FreeRerolls_1	Monkey's Paw	
LOC_ID_RELIC_DESCRIPTION_FreeRerolls_1	Gain <color=yellow>{1}</color> bonus <color=purple>Re-roll(s)</color> per <color=purple>Monkey's Paw</color>, and disables <color=purple>Room Re-roll Cap</color>.</LB> (Total Bonus Rerolls: <color=yellow>{0}</color>).	
LOC_ID_RELIC_DESCRIPTION2_FreeRerolls_1	Be careful what you wish for.	
LOC_ID_RELIC_TITLE_ImmuneStill_1	Cloak of Eventide	
LOC_ID_RELIC_DESCRIPTION_ImmuneStill_1	<b><color=orange>EPIC RELIC</color></b></LB> Standing still for <color=yellow>{0}</color> second(s) grants you <color=purple>Cloak</color>.	
LOC_ID_RELIC_DESCRIPTION2_ImmuneStill_1	Only prey fear the shadows.	
LOC_ID_RELIC_TITLE_CurseHazard_1	Tattered Rope	
LOC_ID_RELIC_DESCRIPTION_CurseHazard_1	<b><color=purple>OATH RELIC</color></b></LB> Gain <color=yellow>{2}</color> <color=purple>Resolve</color> per <color=purple>Tattered Rope</color>.</LB> Take <color=red>{1}%</color> increased damage from <color=red>Hazards</color>.</LB> (Total Bonus Resolve: <color=yellow>{0}</color>).	
LOC_ID_RELIC_DESCRIPTION2_CurseHazard_1	"... In the end, even nature will bend to the power of your will..."	
LOC_ID_RELIC_TITLE_CurseHazard_2		
LOC_ID_RELIC_DESCRIPTION_CurseHazard_2	<b><color=purple>OATH RELIC</color></b></LB> Gain <color=yellow>{2}</color> <color=purple>Resolve</color> for every <color=purple>UNIQUE</color>,  <color=yellow>PURIFIED</color> and <color=yellow>OATH</color> Relic.</LB> Take <color=red>{1}%</color> increased damage from <color=red>Hazards</color>.</LB> (Total Bonus Resolve: <color=yellow>{0}</color>).	
LOC_ID_RELIC_DESCRIPTION2_CurseHazard_2		
LOC_ID_RELIC_TITLE_ManaShield_1	Azure Aegis	
LOC_ID_RELIC_DESCRIPTION_ManaShield_1	<color=white><b>RARE RELIC</color></b></LB> <color=yellow>{0}%</color> of incoming damage is absorbed by your <color=purple>Mana</color>.	
LOC_ID_RELIC_DESCRIPTION2_ManaShield_1	"The Azure Legion was relentless. The harder you fought them, the stronger they became."	
LOC_ID_RELIC_TITLE_TalentCharge_1	Feathered Cap	
LOC_ID_RELIC_DESCRIPTION_TalentCharge_1	<color=white><b>RARE RELIC</color></b></LB> Casting your <color=purple>Talent</color> grants you <color=purple>Charged</color> for <color=yellow>{0}</color> seconds.	
LOC_ID_RELIC_DESCRIPTION2_TalentCharge_1	Quite dashing.	
LOC_ID_RELIC_TITLE_TalentDamageBolt_1	Star Sling	
LOC_ID_RELIC_DESCRIPTION_TalentDamageBolt_1	Casting your <color=purple>Talent</color> or <color=purple>Spell</color> will fire <color=yellow>{0}</color> <color=purple>Star Bolt(s)</color>.	
LOC_ID_RELIC_DESCRIPTION2_TalentDamageBolt_1	Fallen gems from the upper crust.	
LOC_ID_RELIC_TITLE_ManaBurn_1	White Beard	
LOC_ID_RELIC_DESCRIPTION_ManaBurn_1	<b><color=orange>EPIC RELIC</color></b></LB> Attacks apply <color=purple>Mana Leech</color> for <color=yellow>{0}</color> second(s).	
LOC_ID_RELIC_DESCRIPTION2_ManaBurn_1	It was always the beard.	
LOC_ID_RELIC_TITLE_DeathMark_1	Death Mark	
LOC_ID_RELIC_DESCRIPTION_DeathMark_1	Taking damage removes a <color=purple>Death Mark</color>.</LB> Losing all your <color=purple>Death Marks</color> will slay you.</LB> Defeat enemies to restore lost <color=purple>Death Marks</color>.	
LOC_ID_RELIC_DESCRIPTION2_DeathMark_1	The Black Root Poison makes equals of us all.	
\\		
LOC_ID_RELIC_TITLE_APPEND_DoubleRelic_1	Twin {0}	
LOC_ID_RELIC_DESCRIPTION_TalentDamageBoltBackup_1	Casting your <color=purple>Talent</color> will fire <color=yellow>{0}</color> <color=purple>Star Bolt(s)</color>.	
\\		
\\		
\\		
\\		
\\		
\\		
LOC_ID_HEIRLOOM_UI_ITEM_FOUND_1	Heirloom Discovered!	
\\		
\\		
\\		
\\		
\\		
\\		
LOC_ID_HEIRLOOM_TITLE_DASH_1	Ananke's Shawl	
LOC_ID_HEIRLOOM_DESCRIPTION_DASH_1	You can now <color=blue>Dash</color> in the air.	
LOC_ID_HEIRLOOM_TITLE_DOUBLE_JUMP_1	Aether's Wings	
LOC_ID_HEIRLOOM_DESCRIPTION_DOUBLE_JUMP_1	[Jump] in the air to <color=blue>Double Jump</color>.	
LOC_ID_HEIRLOOM_TITLE_BOUNCE_PROJECTILE_1	Echo's Boots	
LOC_ID_HEIRLOOM_DESCRIPTION_BOUNCE_PROJECTILE_1	<color=blue>Spin Kick</color> now resets <color=blue>Dashes</color> and destroys <color=purple>Resonant Projectiles</color>.	
LOC_ID_HEIRLOOM_TITLE_DASH_PROJECTILE_1	Pallas' Void Bell	
LOC_ID_HEIRLOOM_DESCRIPTION_DASH_PROJECTILE_1	<color=blue>Dash</color> is now <color=blue>Void Dash</color>.</LB> Hold to <color=blue>Dash</color> further, and can pass through <color=purple>Void Projectiles</color>.	
LOC_ID_HEIRLOOM_TITLE_ATTACK_PROJECTILE_1	Thanatos' Wrapping	
LOC_ID_HEIRLOOM_DESCRIPTION_ATTACK_PROJECTILE_1	All attacks now <color=blue>Purify</color>.</LB>  Attacks destroy <color=purple>Cursed Projectiles</color>.	
LOC_ID_HEIRLOOM_TITLE_MEMORY_READ_1	Aesop's Tome	
LOC_ID_HEIRLOOM_DESCRIPTION_MEMORY_READ_1	[Interact] to read <color=blue>Memories</color> and calm <color=blue>Nightmares</color>.	
LOC_ID_HEIRLOOM_TITLE_RELIQUARY_1	Hestia's Reliquary	
LOC_ID_HEIRLOOM_DESCRIPTION_RELIQUARY_1	Your soul is bound to <color=blue>Hestia's Reliquary</color>.	
LOC_ID_HEIRLOOM_TITLE_CONTRACT_1	Hestia's Contract	
LOC_ID_HEIRLOOM_DESCRIPTION_CONTRACT_1	Those who take from <color=blue>Hestia's Reliquary</color> must also give.	
LOC_ID_HEIRLOOM_TITLE_SEE_INVISIBLE_1	Gilgamesh's Deluge	
LOC_ID_HEIRLOOM_DESCRIPTION_SEE_INVISIBLE_1	NOTE: Gilgamesh has <color=blue>Future Sight</color>, the Deluge is a warning of the flood to come.</LB> You can see objects hidden in <color=blue>Spacetime</color>.	
LOC_ID_HEIRLOOM_TITLE_ANCHOR_1	Gilgamesh's Exodus	
LOC_ID_HEIRLOOM_DESCRIPTION_ANCHOR_1	Hold [Interact] to activate <color=purple>Anchors</color>.	
LOC_ID_HEIRLOOM_TITLE_SECRET_BOSSES_1	Tartarus' Key	
LOC_ID_HEIRLOOM_DESCRIPTION_SECRET_BOSSES_1	Gain entrance to the <color=blue>Imprisoned</color>.	
LOC_ID_HEIRLOOM_TITLE_CAVE_LANTERN_1	Theia's Sun Lantern	
LOC_ID_HEIRLOOM_DESCRIPTION_CAVE_LANTERN_1	Lights up the dark.	
LOC_ID_HEIRLOOM_TITLE_FRUIT_OF_LIFE_1	Fruit of Life	
LOC_ID_HEIRLOOM_DESCRIPTION_FRUIT_OF_LIFE_1	The immaculate white surface is marred by a thin black pip.	
LOC_ID_HEIRLOOM_TITLE_EARTH_SHIFT_1	Gilgamesh's Anchor	
LOC_ID_HEIRLOOM_DESCRIPTION_EARTH_SHIFT_1	Hold [Interact] to activate <color=purple>Binding Stones</color>.	
LOC_ID_HEIRLOOM_TITLE_REBELS_KEY_1	Mysterious Key	
LOC_ID_HEIRLOOM_DESCRIPTION_REBELS_KEY_1	What it unlocks is a mystery.	
LOC_ID_HEIRLOOM_TITLE_EGGPLANT_FOOD_1	Eggplant Food	
LOC_ID_HEIRLOOM_DESCRIPTION_EGGPLANT_FOOD_1	There's a surprising amount of meat in here.	
\\		
\\		
\\		
\\		
LOC_ID_MUSICIAN_DIALOGUE_INTRO_TALK_1	Mmmmmm.  Izzit time?  Takin' me home? </CR> Well, yer a few decades too late...  The bad times have already happened.</CR> Y'look busy.  You've got a lot of people worth saving, and I ain't one of 'em... 'Sides, I've got's a taste for these waters now. 	
LOC_ID_MUSICIAN_DIALOGUE_INTRO_REPEAT_1	Mmmmm... Don't worry about me, you've got your own problems.	
LOC_ID_MUSICIAN_DIALOGUE_JOB_TALK_1	Mmmmmm...  I was a lucky one.</LB>This is a world of fighters and farmers, yet me'n'my wife got to play music.</CR> It was a good life, even down here.  Maybe even better.  Ain't no words that'll explain what bringing joy feels like. Happiness down here...  It's a rare commodity.  When you take it...  Weaponize it...</CR> 	
LOC_ID_MUSICIAN_DIALOGUE_JOB_REPEAT_1	Mmmmm... Sorry, don't feel like talkin'. 	
LOC_ID_MUSICIAN_DIALOGUE_DREAMS_TALK_1	We were always playing for the rich'n'royal...  Treated good.  Even got our hands on some'o'that red aether.</CR> B'that was just bills.  Our music was always for the people...  Those who needed it.</CR> ... I was stupid.  Gullible.  The King's birthday, and he starts a celebration for the people?</CR> I'm such a fool... Led those people to their death. 	
LOC_ID_MUSICIAN_DIALOGUE_DREAMS_REPEAT_1	Mmmmm...	
LOC_ID_MUSICIAN_DIALOGUE_WHALE_SHARK_TALK_1	Mmmmm... Fightin' stopped long ago.  Royals won, always do.  Thought the celebration was a peace offering...</CR> The celebration was grand... Really put out all the stops.  I played for the people in the belly of a whale, but it turned out to be the mouth of a shark. ... Used my music to corral the people together, easy way to gather the insurgents.</CR> My friends, my family, my wife...  But they missed me.	
LOC_ID_MUSICIAN_DIALOGUE_WHALE_SHARK_REPEAT_1	Mmmmm... They miss me?  Or was I an example?	
LOC_ID_MUSICIAN_DIALOGUE_ENDING_TALK_1	Mmmmm... So the King's gone huh?</CR> Y'know, I thought I'd be happy, but I'm just relieved... Like closing the chapter on a bad book.</CR> ... Wrote a song for this moment.  Pictured myself playin' it in sun after we won... But here'll do.	
LOC_ID_MUSICIAN_DIALOGUE_ENDING_REPEAT_1	Mmmmm... Don't worry about me.  I can find my way on my own when it's safe.</LB> What's a lot more days, or a few more years to someone like me?	
LOC_ID_MUSICIAN_DIALOGUE_FILLER_REPEAT_1	Mmmmm... Got's nothin' left to say.	
LOC_ID_MUSICIAN_DIALOGUE_NOTHING_1		
\\		
LOC_ID_BLACKSMITH_DIALOGUE_INTRODUCTION_1	Thanks for helpin' build my <color=black>black-shoppe</color>, Kid.</LB></LB> I ain't got a lot to my name, but I promise you, your investment in this here <color=black>black-smithery</color> will pay off.</CR>   I can't make much 'cause I ain't got any <color=blue>blueprints</color>, but if you and me work together?</LB> Boy, we can make some unimaginable things!</CR>   And I mean that literally.</LB></LB>  Gots me some of that <color=blue>aphantasia</color>.  Can't see no pictures up in this noggin.</LB> That's why I need those <color=blue>blueprints</color>.</CR>   So here's the deal.  You get me <color=blue>blueprints</color>, and I'll charge you money to make them.</LB></LB>  It's a win-win.</LB> I win, 'cause I get free <color=blue>blueprints</color>, then I win again 'cause I get a customer.</CR>  Anyway, enough dilly-dally.  Let me show you what I've got in the back.	
LOC_ID_BLACKSMITH_DIALOGUE_EXPLAINING_UPGRADES_1	Woah Kid, looks like you found some <color=blue>advanced blueprints</color>!</LB> These are more than special, 'cause with this I can upgrade existing gear, making them better than I ever imagined!  Literally!</LB></LB>    <size=75%>(Still gots me that <color=blue>aphantasia</color>.)</size></CR>  Wanna hear a secret, Kid?</LB>   I heard if you wear items from the same set, you can unlock special <color=blue>Unity Bonuses</b></color> that'll blow your mind.</CR>  And if you keep upgradin' your gear, those <color=blue>Unity Bonuses</color> willl keep gettin' better 'n better.</LB></LB>  So what are you waitin' for, Kid?  Let's get spendin'!	
LOC_ID_BLACKSMITH_DIALOGUE_UNITY_HINT_1	Lookin' snazzy, Kid!</LB></LB> You keep coordinatin' like that, and maybe you'll find that special someone!</CR>  And if you don't... well at least you'll still look great.  It's more than just pride when keepin' <color=blue><b>unity</b></color> with your clothing.	
LOC_ID_BLACKSMITH_DIALOGUE_SPECIAL_INTRO_TOPSIDE_1	Hey Kid, finally decided to make use of my wares?</LB> Not sure what good it'll do you now, what with the monsters being defeated and all...</CR>  But I ain't gettin any younger, and gold's gold, and old's old.</LB> So why don't you get to shoppin' before we all turn to dust?</CR>   Now, I can't make much 'cause I ain't got any <color=blue>blueprints</color>, but if you and me work together?</LB> Boy, we can make some unimaginable things!</CR>   And I mean that literally.</LB></LB>  Gots me some of that <color=blue>aphantasia</color>.  Can't see no pictures up in this noggin.</LB> That's why I need those <color=blue>blueprints</color>.</CR>   So here's the deal.  You get me <color=blue>blueprints</color>, and I'll charge you money to make them.</LB></LB>  It's a win-win.</LB> I win, 'cause I get free <color=blue>blueprints</color>, then I win again 'cause I get a customer.</CR>  Anyway, enough dilly-dally.  Let me show you what I've got in the back.	
\\		
\\		
\\		
\\		
\\		
\\		
LOC_ID_BLACKSMITH_SMALL_TALK_WELCOME_1	Hey Kid, you be needin' anything?	
LOC_ID_BLACKSMITH_SMALL_TALK_WELCOME_2	Was just about to take a break, Kid.  Glad I can put that on hold.	
LOC_ID_BLACKSMITH_SMALL_TALK_WELCOME_3	Lookin' a bit dated, Kid.  You should buy somethin'.	
LOC_ID_BLACKSMITH_SMALL_TALK_WELCOME_4	Welcome back to the <color=black>black-shoppe</color>, Kid.  You buyin'?	
LOC_ID_BLACKSMITH_SMALL_TALK_WELCOME_5	Greetin's Kid.  Found any new <color=blue>blueprints</color>?	
LOC_ID_BLACKSMITH_SMALL_TALK_WELCOME_6	Lookin' skinny, Kid.  Don't be eatin' too many veggies, y'hear?	
LOC_ID_BLACKSMITH_SMALL_TALK_BUY_SUCCESS_1	Good purchase, Kid.  You won't regret it.	
LOC_ID_BLACKSMITH_SMALL_TALK_BUY_FAILURE_GOLD_1	Kid, I'm old, not dumb.  Y'need more money.	
LOC_ID_BLACKSMITH_SMALL_TALK_BUY_FAILURE_ORE_1	Sorry Kid.  You need more ore before I can build that.	
LOC_ID_BLACKSMITH_SMALL_TALK_GEAR_CHATTER_1	That looks like a good choice, Kid.  Really puts the sparkle in your eyes.	
LOC_ID_BLACKSMITH_SMALL_TALK_GEAR_CHATTER_2	Furnace is gettin' cold.  You buyin' or just lookin'?	
LOC_ID_BLACKSMITH_SMALL_TALK_GEAR_CHATTER_3	I ain't gettin' any younger, Kid.	
LOC_ID_BLACKSMITH_SMALL_TALK_GEAR_CHATTER_4	You shoppin' or just loiterin' around?	
LOC_ID_BLACKSMITH_SMALL_TALK_GEAR_CHATTER_5	Kid, I'm a blacksmith, not a salesman.  Buy somethin'.	
LOC_ID_BLACKSMITH_SMALL_TALK_GEAR_CHATTER_6	Kid, have you seen how old I am?  Buy something before it's too late.	
LOC_ID_BLACKSMITH_SMALL_TALK_BLUEPRINT_MISSING_1	Kid, I told you, I've got aphantasia.  Unless you have a <color=blue>blueprint</color>, I can't help ya.	
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
LOC_ID_ENCHANTRESS_DIALOGUE_INTRODUCTION_1	Ooooh Ducky, thank you so much for this extravagant tent!</LB></LB>  The Ka flowing through it is so overwhelming that it's making me <size=150%>DIZZY!</size></CR>  ... Just kidding!  I saw the price tag <size=75%>(Talk about cheap).</size></LB> The only thing making me dizzy are the fumes from all the cleaning agents I had to use.</LB></LB> ... Couldn't you get a girl anything better?</CR>   Whelp, beggars can't be choosers... So I've decided not to be poor anymore!</LB></LB>  Now let's talk about Magic with a capital <size=150%>M</size> <size=75%>(for <color=blue>money</color>)!</size></LB> Because let me tell you Ducky, enchantments are not cheap.</CR>   Find me some sweet <color=blue>Runic Stones</color> and I can grant you powers you couldn't even dream of!</LB> Like stealing the lifeforce from your enemies, or being slightly magnetic!</LB></LB>  ... And that's it.  That's all I've got... until you find me those <color=blue>Runic Stones</color> Ducky!	
LOC_ID_ENCHANTRESS_DIALOGUE_EXPLAINING_STACKING_1	Oooh, Ducky, is that a duplicate <color=blue><b>Runic Stone</b></color> you have there?</LB> Well, aren't you in for a treat!  Do you want to know what I can do with it?</CR>  If you were going to say 'stack them'...</LB></LB>  ... You'd be wrong!</CR>   ... No, you were right.  All I can do is stack them. </LB> But that doesn't mean it's easy to do!</LB></LB>   Stacking is little bit more... Expensive with a capital <size=150%>E</size> <size=75%>(for <color=blue>extremely</color>)</size>.	
LOC_ID_ENCHANTRESS_DIALOGUE_EXPLAIING_HEIRLOOMS_1	NOT PLAYED (WHICH IS GOOD, LORE HAS CHANGED)  Ohhhh, Ducky, there's something different about you.</LB> ... Did you lose weight?  Get a perm? No, that's not it...</LB></LB>  There's a shimmer of energy around you...</CR>  Ducky. How many <color=blue>Heirlooms</color> are  you carrying?</LB> ....... Orrr, should I say how many <color=blue>Heirlooms</color> <size=150%>AREN'T</size> you carrying?</CR>  <color=blue>Heirlooms</color> are objects of immense power that bind themselves to passing souls.</LB> But the <color=blue>Heirlooms</color> you're carrying aren't bound to you...</CR>  Ducky, this is weird with a capital <size=150%>W</size> <size=75%>(for... <color=blue>weird</color>)</size>.</LB></LB>  Let's keep this a secret between you and me for now.  I don't know what's goin' on with you, but I don't think you want anyone else knowin' either!</CR>   So if anyone else gets the jeebies around you, just make sure to turn and tail and leave!</LB></LB>    Whelp, we've talked enough. C'mon and buy something from me!	
LOC_ID_ENCHANTRESS_DIALOGUE_SPECIAL_INTRO_TOPSIDE_1	Hello Ducky... It's a little late for asking a girl for her wares don't 'cha think?</CR>  While you were out doing your heroics, I missed out on all the fun!</LB> And on all the money!</LB> <size=75%>(my gosh, the <color=blue>money</color>!)</CR>    Whelp, beggars can't be choosers... So I've decided not to be poor anymore!</LB></LB>  Now let's talk about Magic with a capital <size=150%>M</size> <size=75%>(for <color=blue>money</color>)!</size></LB> Because let me tell you Ducky, enchantments are not cheap.</CR>   Find me some sweet <color=blue>Runic Stones</color> and I can grant you powers you couldn't even dream of!</LB> Like stealing the lifeforce from your enemies, or being slightly magnetic!</LB></LB>  ... And that's it.  That's all I've got... until you find me those <color=blue>Runic Stones</color> Ducky!	
\\		
\\		
\\		
\\		
\\		
\\		
LOC_ID_ENCHANTRESS_SMALL_TALK_WELCOME_1	Hello Ducky, come to give me money?	
LOC_ID_ENCHANTRESS_SMALL_TALK_WELCOME_2	I was just looking for you, Ducky.  I need someone to buy stuff from me.	
LOC_ID_ENCHANTRESS_SMALL_TALK_WELCOME_3	Hi Ducky!	
LOC_ID_ENCHANTRESS_SMALL_TALK_WELCOME_4	Ducky, have you brought me any more pillows?	
LOC_ID_ENCHANTRESS_SMALL_TALK_WELCOME_5	Looking a little light on enchantments, Ducky!	
LOC_ID_ENCHANTRESS_SMALL_TALK_WELCOME_6	Welcome Ducky!  I was just thinking I needed more money!	
LOC_ID_ENCHANTRESS_SMALL_TALK_BUY_SUCCESS_1	Thank you for the money Ducky!	
LOC_ID_ENCHANTRESS_SMALL_TALK_BUY_FAILURE_GOLD_1	I love you Ducky, but money is money, and you need more of it.	
LOC_ID_ENCHANTRESS_SMALL_TALK_BUY_FAILURE_ORE_1	Sorry, my sweet Duckling.  I need more <color=blue>Red Aether</color>.	
LOC_ID_ENCHANTRESS_SMALL_TALK_GEAR_CHATTER_1	Ooooh, that looks divine.  You should definitely buy it.	
LOC_ID_ENCHANTRESS_SMALL_TALK_GEAR_CHATTER_2	It's rude to stare.  You should buy something!	
LOC_ID_ENCHANTRESS_SMALL_TALK_GEAR_CHATTER_3	I bet that would look good on you.  Why not buy two?	
LOC_ID_ENCHANTRESS_SMALL_TALK_GEAR_CHATTER_4	You shoppin' or just loiterin' around?	
LOC_ID_ENCHANTRESS_SMALL_TALK_GEAR_CHATTER_5	What a lovely choice.  You can't go wrong with that.	
LOC_ID_ENCHANTRESS_SMALL_TALK_GEAR_CHATTER_6	If I were you, I'd buy that one!	
LOC_ID_ENCHANTRESS_SMALL_TALK_BLUEPRINT_MISSING_1	You're a funny one, Ducky.  How will I craft this without the <color=blue>Rune</color>?	
